,book,DE_audio,EN_audio,score,DE_transcript,EN_transcript
63,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_70.flac,00034-f000081,0.0696393,"Ohne die Miene zu verändern, hatte sie ihn gelesen, und so legte sie ihn leise weg; dann drückte sie die flachen, in die Höhe gehobenen Hände zusammen, führte sie gegen die Brust, indem sie sich nur wenig vorwärts neigte, und sah den dringend Fordernden mit einem solchen Blick an, daß er von allem abzustehen genötigt war, was er verlangen oder wünschen mochte.","She looked down at the letter; and after thinking a few seconds, she took it up, opened it, and read it : she fin ished it without a change of expression; and she laid it lightly down; then joining the palms of her hands to gether, turning them upward, and drawing them against Elective Affinities her breast, she leaned her body a little forward, and re garded Edward with such a look, that, eager as he was, he was compelled to renounce everything he wished or desired of her."
64,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_71.flac,00034-f000081,0.0696393,Diese Bewegung zerriß ihm das Herz.,"<MERGE> She looked down at the letter; and after thinking a few seconds, she took it up, opened it, and read it : she fin ished it without a change of expression; and she laid it lightly down; then joining the palms of her hands to gether, turning them upward, and drawing them against Elective Affinities her breast, she leaned her body a little forward, and re garded Edward with such a look, that, eager as he was, he was compelled to renounce everything he wished or desired of her."
65,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_72.flac,00034-f000082,0.7204079999999999,"Er konnte den Anblick, er konnte die Stellung Ottiliens nicht ertragen.",Such an attitude cut him to the heart; he could not bear it.
66,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_73.flac,00034-f000083,0.654237,"Es sah völlig aus, als würde sie in die Kniee sinken, wenn er beharrte.","It seemed exactly as if she would fall upon her knees before him, if he persisted."
67,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_74.flac,00034-f000084,0.482468,Er eilte verzweifelnd zur Tür hinaus und schickte die Wirtin zu der Einsamen.,"He hurried in despair out of the room, and leaving her alone, sent the hostess in to her."
68,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_75.flac,00034-f000085,0.633621,Er ging auf dem Vorsaal auf und ab.,He walked up and down the antechamber.
69,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_76.flac,00034-f000086,0.5857140000000001,"Es war Nacht geworden, im Zimmer blieb es stille.","Night had come on, and there was no sound in the room."
70,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_77.flac,00034-f000087,0.8329549999999999,Endlich trat die Wirtin heraus und zog den Schlüssel ab.,At last the hostess came out and drew the key out of the lock.
71,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_78.flac,00034-f000088,0.835385,"Die gute Frau war gerührt, war verlegen, sie wußte nicht, was sie tun sollte.","The good woman was embarrassed and agitated, not knowing what it would be proper for her to do."
72,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_79.flac,00034-f000089,0.822953,"Zuletzt im Weggehen bot sie den Schlüssel Eduarden an, der ihn ablehnte.","At last, as she turned to go, she offered the key to Edward, who refused it; and putting down the candle she went away."
73,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_80.flac,00034-f000090,0.100463,Sie ließ das Licht stehen und entfernte sich.,"In misery and wretchedness Edward flung himself down on the threshold of the door which divided him from Ottilie, moistening it with his tears as he lay."
74,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_81.flac,00034-f000090,0.100463,"Eduard im tiefsten Kummer warf sich auf Ottiliens Schwelle, die er mit seinen Tränen benetzte.","<MERGE> In misery and wretchedness Edward flung himself down on the threshold of the door which divided him from Ottilie, moistening it with his tears as he lay."
75,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_82.flac,00034-f000091,0.5125,Jammervoller brachten kaum jemals in solcher Nähe Liebende eine Nacht zu.,A more unhappy night had been seldom passed by two lovers in such close neighborhood !
76,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_84.flac,00034-f000094,0.796646,"Sie fand Ottilien angekleidet eingeschlafen, sie ging zurück und winkte Eduarden mit einem teilnehmenden Lächeln.",Ottilie was asleep in her clothes; she went back and beck oned to Edward with a significant smile.
77,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_86.flac,00034-f000097,0.786141,"Die Wirtin wagte nicht, das ruhende Kind zu wecken, sie setzte sich gegenüber.","She was sleeping so quietly that the hostess did not like to disturb her, but sat down opposite her, waiting till she woke."
78,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_87.flac,00034-f000098,0.874675,Endlich schlug Ottilie die schönen Augen auf und richtete sich auf ihre Füße.,"At last Ottilie opened her beautiful eyes, and raised herself Elective Affinities on her feet."
79,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_88.flac,00034-f000099,0.64375,"Sie lehnt das Frühstück ab, und nun tritt Eduard vor sie.","She declined taking any breakfast, and then Edward went in again and stood before her."
80,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_89.flac,00034-f000100,0.728571,"Er bittet sie inständig, nur ein Wort zu reden, ihren Willen zu erklären.",He en treated her to speak but one word to him; to tell him what she desired.
81,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_90.flac,00034-f000101,0.502139,"Er wolle allen ihren Willen, schwört er; aber sie schweigt.","He would do it, be it what it would, he swore to her; but she remained silent."
82,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_91.flac,00034-f000102,1.21355,"Nochmals fragt er sie liebevoll und dringend, ob sie ihm angehören wolle.","He asked her once more, passionately and tenderly, whether she would be his."
83,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_92.flac,00034-f000103,0.489961,Wie lieblich bewegt sie mit niedergeschlagenen Augen ihr Haupt zu einem sanften Nein!,"With downcast eyes, and with the deepest tender ness of manner she shook her head to a gentle No."
84,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_93.flac,00034-f000104,0.571569,"Er fragt, ob sie nach der Pension wolle.",He asked if she still desired to go to the school.
85,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_94.flac,00034-f000106,0.267857,Gleichgültig verneint sie das.,Would she then go back to Charlotte?
86,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_95.flac,00034-f000107,0.325595,"Aber als er fragt, ob er sie zu Charlotten zurückführen dürfe, bejaht sies mit einem getrosten Neigen des Hauptes.","She inclined her head in token of assent, with a look of comfort and relief."
87,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_96.flac,00034-f000108,0.7708,"Er eilt ans Fenster, dem Kutscher Befehle zu geben; aber hinter ihm weg ist sie wie der Blitz zur Stube hinaus, die Treppe hinab in dem Wagen. Der Kutscher nimmt den Weg nach dem Schlosse zurück;","He went to the window to give directions to the coachman, and when his back was turned she darted like lightning out of the room, and was down the stairs and in the carriage in an instant."
88,108.wahlverwandtschaften_0902_librivox_64kb_mp3,2.16_98.flac,00034-f000109,0.482229,"An meine Brust, Ottilie! hieher, wo du manchmal geruht hast und wo du immer hingehörst!.Er faltete den Brief, überschrieb ihn; zum Siegeln war es zu spät.","The coachman drove back along the road which he had come the day before, and Edward followed at some distance on horseback."
