f000173,829.280,831.680,"He's got a screw loose."
f000174,831.680,834.080,"He'd better look out!"
f000175,834.080,837.520,"She couldn't have brought up anything drearier!"
f000176,837.520,840.040,"Stepping back."
f000177,840.040,842.400,"I hope you're going to give me something!"
f000178,842.400,852.280,"Hunidei stops her mouth and presses a goldpiece in her hand, then looks at her uncertain, questioningly, as she examines it and throws it from one hand to the other."
f000179,852.280,854.360,"All right, it's good."
f000180,854.360,856.200,"Puts it into her pocket."
f000181,856.200,862.040,"Hunidei quickly stops her mouth, gives her a few silver coins, and glances at her commandingly."
f000182,862.040,864.360,"Oh, that's nice of you!"
f000183,864.360,870.000,"Hunidei leaps madly about the room, brandishing his arms and staring upward in despair."
f000184,870.000,874.840,"Lulu cautiously nears him, throws an arm round him and kisses him on the mouth."
f000185,874.840,879.160,"Laughing soundlessly, he frees himself from her and looks questioningly."
f000186,879.160,882.440,"She takes up the lamp and opens the door to her room."
f000187,882.440,885.360,"He goes in smiling, taking off his hat."
f000188,885.360,889.400,"The stage is dark save for what light comes thru the cracks of the door."
f000189,889.400,892.920,"Alva and Schigolch creep out on all fours."
f000190,892.920,894.600,"They're gone."
f000191,894.600,896.840,"Behind him."
f000192,896.840,897.480,"Wait."
f000193,897.480,899.960,"One can hear nothing here."
f000194,899.960,902.320,"You've heard that often enough!"
f000195,902.320,905.200,"I will kneel before her door."
f000196,905.200,907.880,"Little mother's sonny!"
f000197,907.880,914.240,"Presses past Alva, gropes across the stage to Hunidei's coat, and searches the pockets."
f000198,914.240,916.680,"Alva crawls to Lulu's door."
f000199,916.680,919.400,"Gloves, nothing more!"
f000200,919.400,925.200,"Turns the coat round, searches the inside pockets, pulls a book out that he gives to Alva."
f000201,925.200,927.240,"Just see what that is."
f000202,927.240,929.840,"Alva holds the book to the light."
f000203,929.840,932.960,"Wearily deciphering the titlepage."
f000204,932.960,938.120,"Warnings to pious pilgrims and such as wish to be so."
f000205,938.120,941.200,"Very helpful."
f000206,941.200,945.680,"Price, s. d. SCHIGOLCH."
f000207,945.680,951.480,"It looks to me as if God had left him pretty completely."
f000208,951.480,955.480,"Lays the coat over the chair again and makes for the cubbyhole."
f000209,955.480,958.320,"There's nothing doing with these people."
f000210,958.320,961.560,"The country's best time's behind it!"
f000211,961.560,964.760,"Life is never as bad as it's painted."
f000212,964.760,967.040,"He, too, creeps back."
f000213,967.040,974.640,"Not even a silk muffler he's got and yet in Germany we creep on our bellies before this rabble."
f000214,974.640,977.760,"Come, let's vanish again."
f000215,977.760,983.720,"She only thinks of herself, and takes the first man that runs across her path."
f000216,983.720,986.960,"Hope the dog remembers her the rest of his life!"
f000217,986.960,990.120,"They disappear, left, shutting the door behind them."
f000218,990.120,993.120,"Lulu reenters, setting the lamp on the table."
f000219,993.120,994.800,"Hunidei follows."
f000220,994.800,996.920,"Will you come to see me again?"
f000221,996.920,999.240,"Hunidei stops her mouth."
f000222,999.240,1002.520,"She looks upward in a sort of despair and shakes her head."
f000223,1002.520,1011.720,"Hunidei, putting his coat on, approaches her grinning; she throws her arms around his neck; he gently frees himself, kisses her hand, and turns to the door."
f000224,1011.720,1017.560,"She starts to accompany him, but he signs to her to stay behind and noiselessly leaves the room."
f000225,1017.560,1019.800,"Schigolch and Alva reenter."
f000226,1019.800,1020.080,"Tonelessly."
f000227,1020.080,1022.440,"How he has stirred me up!"
f000228,1022.440,1024.720,"How much did he give you?"
f000229,1024.720,1024.960,"As before."
f000230,1024.960,1026.240,"Here it is!"
f000231,1026.240,1026.920,"All!"
f000232,1026.920,1027.520,"Take it!"
f000233,1027.520,1029.000,"I'm going down again."
f000234,1029.000,1032.240,"We can still live like princes up here."
f000235,1032.240,1034.080,"He's coming back."
f000236,1034.080,1037.360,"Then let's just retire again, quick."
f000237,1037.360,1040.160,"He's after his prayerbook."
f000238,1040.160,1042.360,"Here it is."
f000239,1042.360,1045.560,"It must have fallen out of his coat."
f000240,1045.560,1047.640,"Listening."
f000241,1047.640,1049.360,"No, that isn't he."
f000242,1049.360,1050.600,"That's some one else."
f000243,1050.600,1052.800,"Some one's coming up."
f000244,1052.800,1054.560,"I hear it quite plainly."
f000245,1054.560,1056.640,"Now there's some one tapping at the door."
f000246,1056.640,1058.000,"Who may that be?"
f000247,1058.000,1061.440,"Probably a good friend he's recommended us to."
f000248,1061.440,1063.600,"Come in!"
f000249,1063.600,1068.680,"Countess Geschwitz enters, in poor clothes, with a canvas roll in her hand."
f000250,1068.680,1070.320,"To Lulu."
f000251,1070.320,1075.880,"If I've come at a bad time, I'll turn around again."
f000252,1075.880,1082.040,"The truth is, I haven't spoken to a living soul for ten days."
f000253,1082.040,1086.800,"I must just tell you right off, I haven't got any money."
f000254,1086.800,1089.840,"My brother never answered me at all."
f000255,1089.840,1094.120,"Your ladyship would now like to stretch her feet out under our table?"
f000256,1094.120,1094.480,"Tonelessly."
f000257,1094.480,1096.320,"I'm going down again."
f000258,1096.320,1103.600,"Where are you going in this pomp?However, I come not wholly emptyhanded."
f000259,1103.600,1106.400,"I bring you something else."
f000260,1106.400,1115.600,"On my way here an oldclothes man offered me twelve shillings for it, but I could not force myself to part from it."
f000261,1115.600,1118.200,"You can sell it, though, if you want to."
f000262,1118.200,1119.880,"What is it?"
f000263,1119.880,1121.480,"Let us see it."
f000264,1121.480,1123.880,"Takes the canvas and unrolls it."
f000265,1123.880,1125.440,"Visibly rejoiced."
f000266,1125.440,1130.800,"Oh, by God, it's Lulu's portrait!"
f000267,1130.800,1131.280,"Screaming."
f000268,1131.280,1133.520,"Monster, you brought that here?"
f000269,1133.520,1134.960,"Get it out of my sight!"
f000270,1134.960,1136.400,"Throw it out of the window!"
f000271,1136.400,1140.160,"Suddenly with renewed life, deeply pleased."
f000272,1140.160,1143.800,"Why, I should like to know?"
f000273,1143.800,1149.720,"Looking on this picture I regain my selfrespect."
f000274,1149.720,1153.360,"It makes my fate comprehensible to me."
f000275,1153.360,1159.080,"Everything we have endured gets clear as day."
f000276,1159.080,1161.640,"In a somewhat elegiac strain."
f000277,1161.640,1187.480,"Let him who feels secure in his middleclass position when he sees these blossoming pouting lips, these childeyes, big and innocent, this rosewhite body abounding in life,let him cast the first stone at us!"
f000278,1187.480,1189.360,"We must nail it up."
f000279,1189.360,1193.840,"It will make an excellent impression on our patrons."
f000280,1193.840,1194.560,"Energetic."
f000281,1194.560,1197.200,"There's a nail sticking all ready for it in the wall."
f000282,1197.200,1200.720,"But how did you come upon this acquisition?"
f000283,1200.720,1207.120,"I secretly cut it out of the wall in your house, there, after you were gone."
f000284,1207.120,1211.080,"Too bad the color's got rubbed off round the edges."
f000285,1211.080,1214.240,"You didn't roll it up carefully enough."
f000286,1214.240,1216.800,"Fastens it to a high nail in the wall."
f000287,1216.800,1220.720,"It's got to have another one underneath if it's going to hold."
f000288,1220.720,1224.920,"It makes the whole flat look more elegant."
f000289,1224.920,1229.000,"Let me alone; I know how I'll do it."
f000290,1229.000,1236.280,"He tears several nails out of the wall, pulls off his left boot, and with its heel nails the edges of the picture to the wall."
f000291,1236.280,1240.760,"It's just got to hang a while again, to get its proper effect."
f000292,1240.760,1246.560,"Whoever looks at that'll imagine afterwards he's been in an Indian harem."
f000293,1246.560,1250.480,"Putting on his boot again, standing up proudly."
f000294,1250.480,1256.200,"Her body was at its highest point of development when that picture was painted."
f000295,1256.200,1259.240,"The lamp, kid dear!"
f000296,1259.240,1263.680,"Seems to me it's got extraordinarily dark."
f000297,1263.680,1268.600,"He must have been an eminently gifted artist who painted that!"
f000298,1268.600,1273.360,"Perfectly composed again, stepping before the picture with the lamp."
f000299,1273.360,1276.520,"Didn't you know him, then?"
f000300,1276.520,1279.840,"It must have been long before my time."
f000301,1279.840,1288.520,"I only occasionally heard chance remarks of yours, that he had cut his throat from persecutionmania."
f000302,1288.520,1291.920,"Comparing the picture with Lulu."
f000303,1291.920,1300.680,"The childlike expression in the eyes is still absolutely the same in spite of all she has lived thru since."
f000304,1300.680,1303.120,"In joyous excitement."
f000305,1303.120,1319.120,"The dewy freshness that covered her skin, the sweetsmelling breath from her lips, the rays of light that beam from her white forehead, and this challenging splendor of young flesh in throat and arms SCHIGOLCH."
f000306,1319.120,1322.000,"All that's gone with the rubbish wagon."
f000307,1322.000,1327.840,"She can say with selfassurance: That was me once!"
f000308,1327.840,1336.040,"The man she falls into the hands of today 'll have no conception of what we were when we were young."
f000309,1336.040,1337.720,"Cheerfully."
f000310,1337.720,1345.360,"God be thanked, we don't notice the continual decline when we see a person all the time."
f000311,1345.360,1345.640,"Lightly."
f000312,1345.640,1354.200,"The woman blooms for us in the moment when she hurls the man to destruction for the rest of his life."
f000313,1354.200,1359.960,"That is her nature and her destiny."
f000314,1359.960,1366.600,"Down in the streetlamp's shimmer she's still a match for a dozen walking spectres."
f000315,1366.600,1375.440,"The man who still wants to make connections at this hour looks out more for heartqualities than mere physical good points."
f000316,1375.440,1380.520,"He decides for the pair of eyes from which the least thievery sparkles."
f000317,1380.520,1383.560,"Now as pleased as Alva."
f000318,1383.560,1385.440,"I shall see if you're right."
f000319,1385.440,1385.440,"Adieu."
f000320,1385.440,1386.400,"In sudden anger."
f000321,1386.400,1389.600,"You shall not go down again, as I live!"
f000322,1389.600,1391.760,"Where do you want to go?"
f000323,1391.760,1393.800,"Down to fetch up a man."
f000324,1393.800,1395.160,"Lulu!"
f000325,1395.160,1397.480,"She's done it once today already."
f000326,1397.480,1401.680,"Lulu, Lulu, where you go I go too."
f000327,1401.680,1407.240,"If you want to put your bones up for sale, kindly get a district of your own!"
f000328,1407.240,1410.760,"Lulu, I shall not stir from your side!"
f000329,1410.760,1412.680,"I have weapons upon me."
f000330,1412.680,1418.000,"Confound it all, her ladyship plots to fish with our bait!"
f000331,1418.000,1419.600,"You're killing me."
f000332,1419.600,1421.400,"I can't stand it here any more."
f000333,1421.400,1422.960,"Exit."
f000334,1422.960,1425.040,"You need fear nothing."
f000335,1425.040,1426.360,"I am with you."
f000336,1426.360,1428.000,"Follows her."
f000337,1428.000,1431.880,"Whimpering, throws himself on his couch."
f000338,1431.880,1436.960,"Schigolch swears, loudly and grumbling."
f000339,1436.960,1443.920,"I guess there's not much more good to expect on this side!"
f000340,1443.920,1447.080,"We ought to have held the creature back by the throat."
f000341,1447.080,1451.840,"She'll scare away everything that breathes with her aristocratic death's head."
f000342,1451.840,1460.520,"She's flung me onto a sickbed and larded me with thorns outside and in!"
f000343,1460.520,1465.400,"And she's still got enough strength in her body to do the same for ten men alright."
f000344,1465.400,1472.160,"No mortally wounded man'll ever find the stab of mercy welcomer than I!"
f000345,1472.160,1481.080,"If she hadn't enticed the acrobat to my place that time, we'd have him round our necks today too."
f000346,1481.080,1495.040,"I see it swinging above my head as Tantalus saw the branch with the golden apples!"
f000347,1495.040,1496.040,"On his mattress."
f000348,1496.040,1499.000,"Won't you turn up the lamp a little?"
f000349,1499.000,1508.680,"Can a simple, natural man in the wilderness suffer so unspeakably?"
f000350,1508.680,1517.640,"God, God, what have I made of my life!"
f000351,1517.640,1521.480,"What's the beastly weather made of my ulster!"
f000352,1521.480,1526.160,"When I was fiveandtwenty, I knew how to help myself!"
f000353,1526.160,1530.920,"It has not cost everyone my sunny, glorious youth!"
f000354,1530.920,1534.120,"I guess it'll go out in a minute."
f000355,1534.120,1539.120,"Till they come back it'll be as dark in here again as in mother's womb."
f000356,1539.120,1549.400,"With the clearest consciousness of my purpose I sought intercourse with people who'd never read a book in their lives."
f000357,1549.400,1568.040,"With selfdenial, with exaltation, I clung to the elements, that I might be carried to the loftiest heights of poetic fame."
f000358,1568.040,1570.560,"The reckoning was false."
f000359,1570.560,1573.600,"I am the martyr of my calling."
f000360,1573.600,1580.480,"Since the death of my father I have not written a single line!"
f000361,1580.480,1583.600,"If only they haven't stayed together!"
f000362,1583.600,1587.600,"Nobody but a silly boy will go with two, no matter what."
f000363,1587.600,1590.200,"They've not stayed together!"
f000364,1590.200,1591.760,"That's what I hope."
f000365,1591.760,1595.520,"If need be, she'll keep the creature off from her with kicks."
f000366,1595.520,1611.920,"One, risen from the dregs, is the most celebrated man of his nation; another, born in the purple, lies in the mud and cannot die!"
f000367,1611.920,1615.880,"Here they come!"
f000368,1615.880,1622.680,"And what blessed hours of mutual joy in creation they had lived thru with each other!"
f000369,1622.680,1629.120,"They can do that now, for the first time rightly.We must hide again."
f000370,1629.120,1631.600,"I stay here."
f000371,1631.600,1637.760,"Just what do you pity them for?Who spends his money has his good reasons for it!"
f000372,1637.760,1650.080,"I have no longer the moral courage to let my comfort be disturbed for a miserable sum of money!"
f000373,1650.080,1652.760,"He wraps himself up in his plaid."
f000374,1652.760,1655.680,"Noblesse oblige!"
f000375,1655.680,1659.520,"A respectable man does what he owes his position."
f000376,1659.520,1661.440,"He hides, left."
f000377,1661.440,1674.800,"Lulu opens the door, saying Come right in, dearie, and there enters Prince Kungu Poti, heirapparent of Uahubee, in a light suit, white spats, tan buttonboots, and a gray tall hat."
f000378,1674.800,1680.600,"His speech, interrupted with frequent hiccoughs, abounds with the peculiar African hisssounds."
f000379,1680.600,1683.800,"God damnit's dark on the stairs!"
f000380,1683.800,1685.840,"It's lighter here, sweetheart."
f000381,1685.840,1688.000,"Pulling him forward by the hand."
f000382,1688.000,1689.120,"Come on!"
f000383,1689.120,1691.800,"But it's cold here, awful cold!"
f000384,1691.800,1693.400,"Have some brandy?"
f000385,1693.400,1694.560,"Brandy?"
f000386,1694.560,1696.400,"You betalways!"
f000387,1696.400,1697.360,"Brandy's good!"
f000388,1697.360,1699.520,"Giving him the bottle."
f000389,1699.520,1701.520,"I don't know where there's a glass."
f000390,1701.520,1702.880,"Doesn't matter."
f000391,1702.880,1704.080,"Drinks."
f000392,1704.080,1705.200,"Brandy!"
f000393,1705.200,1706.040,"Lots of it!"
f000394,1706.040,1708.440,"You're a nicelooking young man."
f000395,1708.440,1711.280,"My father's the emperor of Uahubee."
f000396,1711.280,1716.440,"I've got six wives here, two Spanish, two English, two French."
f000397,1716.440,1718.880,"WellI don't like my wives."
f000398,1718.880,1722.720,"Always I must take a bath, take a bath, take a bath."
f000399,1722.720,1724.360,"How much will you give me?"
f000400,1724.360,1725.600,"Gold!"
f000401,1725.600,1727.800,"Trust me, you shall have gold!"
f000402,1727.800,1729.480,"One goldpiece."
f000403,1729.480,1731.440,"I always give goldpieces."
f000404,1731.440,1734.240,"You can give it to me later, but show it to me."
f000405,1734.240,1736.440,"I never pay beforehand."
f000406,1736.440,1738.320,"But you can show it to me, thoh!"
f000407,1738.320,1741.160,"Don't understand, don't understand!"
f000408,1741.160,1743.480,"Come, Ragapsishimulara!"
f000409,1743.480,1745.880,"Seizing Lulu round the waist."
f000410,1745.880,1747.120,"Come on!"
f000411,1747.120,1749.800,"Defending herself with all her strength."
f000412,1749.800,1751.080,"Let me be!"
f000413,1751.080,1752.040,"Let me be!"
f000414,1752.040,1759.280,"Alva, who has risen painfully from his couch, sneaks up to Kungu Poti from behind and pulls him back by the collar."
f000415,1759.280,1762.240,"Whirling round."
f000416,1762.240,1765.360,"This is a murderhole!"
f000417,1765.360,1768.000,"Come, my friend, I'll put you to sleep!"
f000418,1768.000,1770.960,"Strikes him over the head with a loaded cane."
f000419,1770.960,1773.560,"Alva groans and falls in a heap."
f000420,1773.560,1775.800,"Here's a sleepingdraught!"
f000421,1775.800,1778.240,"Here's opium for you!"
f000422,1778.240,1779.800,"Sweet dreams to you!"
f000423,1779.800,1781.040,"Sweet dreams!"
f000424,1781.040,1784.000,"Then he gives Lulu a kiss; pointing to Alva."
f000425,1784.000,1787.000,"He dreams of you, Ragapsishimulara!"
f000426,1787.000,1788.360,"Sweet dreams!"
f000427,1788.360,1790.000,"Rushing to the door."
f000428,1790.000,1792.760,"Here's the door!!"
f000429,1792.760,1792.800,"Exit."
f000430,1792.800,1794.920,"But I'll not stay here?"
f000431,1794.920,1798.680,"Who can stand it here now!Rather down onto the street!"
f000432,1798.680,1800.160,"Exit."
f000433,1800.160,1801.840,"Schigolch comes out."
f000434,1801.840,1807.080,"SCHIGOLCH.Blood!Alva!He's got to be put away somewhere."
f000435,1807.080,1810.400,"Hop!Or else our friends 'll get a shock from himAlva!"
f000436,1810.400,1814.640,"Alva!He that isn't quite clear about it!"
f000437,1814.640,1817.880,"One thing or t'other; or it'll soon be too late!"
f000438,1817.880,1819.720,"I'll give him legs!"
f000439,1819.720,1822.880,"Strikes a match and sticks it into Alva's collar."
f000440,1822.880,1825.200,"He will have his rest."
f000441,1825.200,1829.440,"But no one sleeps here.Drags him by the head into Lulu's room."
f000442,1829.440,1831.880,"Returning, he tries to turn up the light."
